"","SampleID","id_fixed","sample_input_complete","SampleName","StudyID","ProjectID","Biosample","Accession_Number","GOLD_analysis_projectID","GOLD_sequencing_projectID","JGI_study","JGI_biosample","sample_type","has_paired_data","amplicon_target","F_primer","R_primer","geo_loc_name","GAZ_id","lat","lon","collection_date","NOAA_Site","env_broad_scale","env_local_scale","env_medium","keywords","depth","depth_sediment","depth_at_sampling_location","size_frac_low","size_frac_up","pH","temp","calcium","potassium","Phosphate","magnesium","ammonium","nitrate","diss_oxygen","conduc","secchi","turbidity","part_microcyst","diss_microcyst","ext_phyco","ext_microcyst","ext_Anatox","chlorophyl","tot_phos","diss_phosp","soluble_react_phosp","ammonia","Nitrate_Nitrite","nitrite","urea","part_org_carb","part_org_nitro","diss_org_carb","Col_DOM","H2O2","suspend_part_matter","suspend_vol_solid","microcystis_count","planktothrix_count","anabaena_D_count","cylindrospermopsis_count","ice_cover","chlorophyl_fluoresence","sampling_device","modified_or_experimental","is_isolate","is_blank_neg_control","is_mock_community_or_pos_control","samp_vol_we_dna_ext","filtration_duration","qPCR_total","qPCR_mcyE","qPCR_sxtA","silicate","tot_nit","tot_diss_nit","green_algae","bluegreen","diatoms","crypto","tot_microcyst_lcmsms","attenuation","transmission","par","sky","wave_height","wind_speed","sortchem","phyco_fluoresence","salinity","atmospheric_temp","particulate_cyl","orp","replicate_id","cyano_sonde","total_sonde","env_canada_site","site_number","env_Kenya_site","ammended_site_name","site_name_sitenumber","station_description","type","LH_classifier","Notes"
"40","samp_4445",NA,NA,"GB-14","set_57","","","","","","","","metagenome",NA,"","","","Lake Victoria","","-0.4055","34.10967","6/1/23","","large freshwater lake biome [ENVO:00000891]","","","","44.3","","1","","","7.8","26.1","","","","","","7.62","10.98","85","2.5","5.3","0.121","","","","","","44.4","32","20.95","ND","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","361",236.5,"","","","","","","","","sunny, clear","0.3","0","","",0.04,27,NA,-45.1,"A",9300000,10700000,"","27","Bridge Island","Bridge Island","27. Bridge Island","open water","Lake Victoria","Near/Outside Rosinga Channel","sonde and torch didn't go very deep, fine because we sampled from 1meter depth"
"41","samp_4446",NA,NA,"GB-15","set_57","","","","","","","","metagenome",NA,"","","","Lake Victoria","","-0.2683","34.1481","6/2/23","","large freshwater lake biome [ENVO:00000891]","","","","30","","1","","","9",NA,"","","","","","ND",NA,NA,NA,NA,"0.367","","","","","","133","15.775","4.87","ND","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","1400",250,"","","","","","","","","sunny","0","4","","",NA,24,NA,NA,"A",NA,NA,"","28","Super green/Bondo","Bondo","28. Bondo","open water","Lake Victoria","Near/Outside Rosinga Channel","gentle westerly winds, labeled as offshore for LH samples"
"42","samp_4447",NA,NA,"GB-16","set_57","","","","","","","","metagenome",NA,"","","","Lake Victoria","","-0.0623","34.03812","6/2/23","","large freshwater lake biome [ENVO:00000891]","","","","4.5","","1","","","7.8","27.9","","","","","","7.89","7.62","97.9","","18.8","0.713","","","","","","75.2","13.9","4.1525","ND","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","1160",324,"","","","","","","","","sunny","0","4","","",0.04,24,NA,-98.2,"A",80600000,90600000,"","29","Yala River Mouth","Yala River Mouth","29. Yala River Mouth","river mouth","Lake Victoria","Near/Outside Rosinga Channel","quick stop without anchor, super large bloom"
"43","samp_4448",NA,NA,"GB-17","set_57","","","","","","","","metagenome",NA,"","","","Lake Victoria","","-0.341","34.2403","6/3/23","","large freshwater lake biome [ENVO:00000891]","","","","20.4","","1","","","7.5","26.2","","","","","","ND","11.6","88.1","","6.8","0.097","","","","","","48.1","26.6","13.2","ND","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","319",224,"","","","","","","","","sunny","0.3","5.7","","",0.04,22,NA,-134.2,"A",2100000,5650000,"","30","Rosinga Channel","Rosinga Channel","30. Rosinga Channel","open waters","Lake Victoria","Near/Outside Rosinga Channel",""
"44","samp_4449",NA,NA,"GB-18","set_57","","","","","","","","metagenome",NA,"","","","Lake Victoria","","-0.3742","34.23967","6/3/23","","large freshwater lake biome [ENVO:00000891]","","","","6.8","","1","","","8.7","28.8","","","","","","24.5","6.7","143.1","","23.7","0.379","","","","","","120","15.9","20.3","39.3","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","832",280,"","","","","","","","","sunny","0.2","4","","",0.06,27,NA,-99.1,"A",1300000,44000000,"","31","Ndere Island","South Rosinga","31. South Rosinga","highland, nature preserve","Lake Victoria","Near/Outside Rosinga Channel","lots of sediment, sediment in ship track"
"45","samp_4450",NA,NA,"GB-20","set_57","","","","","","","","metagenome",NA,"","","","River","","-0.1695","34.9211","5/29/23","","large freshwater lake biome [ENVO:00000891]","","","","8.7","","0.25","","","","","","","","","","514","","","","","","","","","","","302.5","107","68.45","48.65","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","1090",971.75,"","","","","","","","","scattered clouds","","6.2","","",NA,26.5,NA,NA,"A",NA,NA,"","12","Nyando River at Ahero Town (NRA)","Nyando River","12. Nyando River","shore access 200 m from bridge","River","River","altimeter: 1157 m, abbreviated NRA"
"46","samp_4451",NA,NA,"GB-21","set_57","","","","","","","","metagenome",NA,"","","","River","","-0.3973","35.01796","5/29/23","","large freshwater lake biome [ENVO:00000891]","","","","","","0.25","","","","","","","","","","1210","","","","","","","","","","","43.45","13.05","10.745","19.75","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","1375",1410,"","","","","","","","","scattered clouds","","","","",NA,NA,NA,NA,"A",NA,NA,"","13","Sondu River Bridge on Kisii-Kisumu Rd near Sondu Town (SRB1)","Sondu River Bridge","13. Sondu River Bride","shore access","River","River","Abbreviated SRB1"
"47","samp_4452",NA,NA,"GB-22","set_57","","","","","","","","metagenome",NA,"","","","River","","-0.3478","34.79111","5/29/23","","large freshwater lake biome [ENVO:00000891]","","","","","","0.25","","","","","","","","","","1019.5","","","","","","","","","","","39.55","12","10.76","277","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","1405",1840,"","","","","","","","","scattered clouds","","","","",NA,NA,NA,NA,"A",NA,NA,"","14","Sondu Miriu Shore sample 2 (SRB2)","Sondu River Shore","14. Sondu River Shore","shore access","River","River","spiders collected, abbreviated SRB2"
"48","samp_4453",NA,NA,"GB-23","set_57","","","","","","","","metagenome",NA,"","","","Lake Simbi","","-0.3715","34.63157","5/30/23","","large freshwater lake biome [ENVO:00000891]","","","","","","0.25","","","","","","","","","","ND","","","","","","","","","","","60400","1344","910","1746.5","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","587",4532.5,"","","","","","","","","sunny","","","","",NA,NA,NA,NA,"A",NA,NA,"","S2","Lake Simbi","Lake Simbi","S2. Lake Simbi","shore access","none",NA,""
"49","samp_4454",NA,NA,"GB-24","set_57","","","","","","","","metagenome",NA,"","","","River","","-0.38","34.63508","5/30/23","","large freshwater lake biome [ENVO:00000891]","","","","","","0.25","","","","","","","","","","1320","","","","","","","","","","","89.8","1149.95","16.05","14.95","",NA,"","","","","","","","","","","","","","","","","","","","","","","","","","1850",2335,"","","","","","","","","broken clouds","","3.1","","",NA,25,NA,NA,"A",NA,NA,"","16","River Kiboun","Kibuon River","16. Kibuon River","shore access","River","River",""
"50","samp_4455",NA,NA,"GB-25","set_57","","","","","","","","metagenome",NA,"","","","Lake Sonachi","","","","6/8/23","","large freshwater lake biome [ENVO:00000891]","","","","","","","","","","","","","","","",NA,"","","","","","","","","","",NA,NA,NA,NA,"",NA,"","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,"","","","","","","","","","","","","",NA,NA,NA,NA,"A",NA,NA,"","SO1","Lake Sonachi","Lake Sonachi","SO1. Lake Sonachi","shore access","none",NA,"collected and shipped by Eric"
"51","samp_4456",NA,NA,"GB-26","set_57","","","","","","","","metagenome",NA,"","","","Lake Oloidien","","","","6/8/23","","large freshwater lake biome [ENVO:00000891]","","","","","","","","","","","","","","","",NA,"","","","","","","","","","",NA,NA,NA,NA,"",NA,"","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,"","","","","","","","","","","","","",NA,NA,NA,NA,"A",NA,NA,"","O1","Lake Oloidien","Lake Oloidien","O1. Lake Oloidien","shore access","none",NA,"collected and shipped by Eric"
